,champion,voice_line,is_spoken
17023,Lee_Sin,"Chosen by the Dragon of Thunder, strong enough to weather any storm!",True
17024,Lee_Sin,"Ao Shin, grant me fists of crackling thunder! I wield them in your service.",True
17025,Lee_Sin,"I scaled the mountain to prove myself worthy. At the top, I became the tempest.",True
17026,Lee_Sin,"You were lucky to be blessed, Ashe, but I was worthy.",True
17027,Lee_Sin,"You are not my patron, Aurelion Sol. I do not bow to you!",True
17028,Lee_Sin,"Ao Shin, is this another test? I will meet it.",True
17029,Lee_Sin,"You have defiled a dragon, Brand! I will avenge your blasphemy!",True
17030,Lee_Sin,"A dragon's strength is wasted on a mere brawler, Sett.",True
17031,Lee_Sin,"Shyvana, you resemble the masters, but possess none of their power.",True
17032,Lee_Sin,"Lee Sin does push-ups with his hands, then with his powers.",False
17033,Lee_Sin,You are but a tiny squall. I am the hurricane's wrath!,True
17034,Lee_Sin,Can your dragon do this?,True
17035,Lee_Sin,"You're late, Ao Shin... seven years late.",True
17036,Lee_Sin,Couldn't hear you over this dragon.,True
17037,Lee_Sin,Lee Sin summons a storm cloud that rains on him.,False
17038,Lee_Sin,With the power of... aw.,True
17039,Lee_Sin,Really? Did I offend you or something?,True
17040,Lee_Sin,Are you blessed by a dragon? Because I'm blessed by a dragon.,True
17043,Lee_Sin,"""Tong!",False
17045,Lee_Sin,Hueh!,True
17048,Lee_Sin,Feel the tempest!,True
17049,Lee_Sin,A shattering tempest!,True
17050,Lee_Sin,Thunder and might!,True
17051,Lee_Sin,You will learn discipline.,True
17052,Lee_Sin,Gale-force winds!,True
17053,Lee_Sin,You can't withstand the hurricane!,True
17054,Lee_Sin,I've trained for this!,True
17055,Lee_Sin,Fists of lightning!,True
17056,Lee_Sin,You know nothing of justice.,True
17057,Lee_Sin,I am the raging gale.,True
17058,Lee_Sin,Cloudburst!,True
17059,Lee_Sin,Righteous thunder!,True
17060,Lee_Sin,I am dragon-blessed!,True
17061,Lee_Sin,Evil falls to the hurricane strength.,True
17062,Lee_Sin,A rain of blows!,True
17063,Lee_Sin,"With his power, and my fist!",True
17064,Lee_Sin,Cyclone punch!,True
17065,Lee_Sin,For the dragons!,True
17066,Lee_Sin,My body is my weapon.,True
17067,Lee_Sin,Destruction rains down!,True
17068,Lee_Sin,Lighting flare!,True
17069,Lee_Sin,Crumble in the tempest wick!,True
17070,Lee_Sin,Sacred power!,True
17071,Lee_Sin,Thunderbolt strike!,True
17072,Lee_Sin,The dragon's storm rages!,True
17073,Lee_Sin,Pealing thunder!,True
17074,Lee_Sin,Villians fall to my cyclone.,True
17075,Lee_Sin,I am worthy!,True
17076,Lee_Sin,For Ao Shin!,True
17077,Lee_Sin,Aurelion Sol!? Imposter!,True
17078,Lee_Sin,"We spar again, Ao Shin. I will triumph!",True
17079,Lee_Sin,"Your corruption ends now, Brand!",True
17080,Lee_Sin,"You're a disgrace to the dragon, Sett!",True
17081,Lee_Sin,You're just an overgrown lizard!,True
17082,Lee_Sin,You mock the true dragons!,True
17091,Lee_Sin,Stay strong!,True
17092,Lee_Sin,With me!,True
17094,Lee_Sin,I am here!,True
17096,Lee_Sin,Keep going!,True
17098,Lee_Sin,Lee Sin grunts,False
17099,Lee_Sin,Backforce!,True
17100,Lee_Sin,Dragon blast!,True
17104,Lee_Sin,"Hmph, lacking in discipline.",True
17105,Lee_Sin,The gale of the dragon is all-powerful.,True
17106,Lee_Sin,This is the dragon's will.,True
17107,Lee_Sin,The dragon's storm destroys all villains.,True
17109,Lee_Sin,You were no match for my draconic strength!,True
17110,Lee_Sin,You stood no chance against the power of lightning!,True
17111,Lee_Sin,"Perhaps now that bow will find a stronger hand, Ashe.",True
17112,Lee_Sin,"Challenge me again, Ao Shin. I will face you anytime.",True
17113,Lee_Sin,The Dragon of Life can rest once more.,True
17114,Lee_Sin,"Your dragon's blessings were not enough, Sett!",True
17115,Lee_Sin,I will sweep all villains to their doom! Master Ao Shin commands it!,True
17116,Lee_Sin,Ao Shin lends me sight!,True
17117,Lee_Sin,Look for the storm.,True
17118,Lee_Sin,Triumph requires vigilance.,True
17119,Lee_Sin,The dragon's protection.,True
17120,Lee_Sin,Always expect the storm of justice!,True
17121,Lee_Sin,Dragon sight is superior!,True
17122,Lee_Sin,The eye of the dragon does not blink.,True
17123,Lee_Sin,Calm before the storm.,True
17124,Lee_Sin,No villain can escape my vigilance!,True
17125,Lee_Sin,For Master Ao Shin.,True
17126,Lee_Sin,"Ao Shin, your power crackles within me!",True
17127,Lee_Sin,"Ride the lightning, fear the dragon!",True
17128,Lee_Sin,My master's power is invincible!,True
17129,Lee_Sin,I have... failed...,True
17130,Lee_Sin,Master... forgive... me.,True
17131,Lee_Sin,Lee Sin groans.,False
17134,Lee_Sin,I return stronger under Ao Shin's gaze!,True
17135,Lee_Sin,The dragon's power shields me from destruction!,True
17136,Lee_Sin,"The storm builds, until it breaks.",True
17137,Leona,The dawn has arrived.,True
17138,Leona,I must not fall.,True
17139,Leona,Rally to me.,True
17140,Leona,Ever vigilant.,True
17142,Leona,Stay at the vanguard.,True
17143,Leona,First light approaches.,True
17144,Leona,The sun always rises.,True
17145,Leona,I will protect you.,True
17146,Leona,Chosen of the sun.,True
17147,Leona,The day is upon us.,True
17148,Leona,Pen or sword - the shield is mightiest.,True
17149,Leona,"Next time, try to leave a dent!",True
17150,Leona,Leona grunts as she plants her sword and shield beside her and massages her hands.,False
17151,Leona,"*grunts* ""Don't stare directly at me for too long.""",False
17152,Leona,"*grunts* ""I think I broke a nail.  Good thing it wasn't mine.""",False
17153,Leona,Leona grunts and laughs.,False
17157,Leona,Leona grunts.,False
17161,Leona,Stand and fight.,True
17162,Leona,Feel the sun's glory.,True
17163,Leona,They will be sundered.,True
17164,Leona,Twilight fades.,True
17165,Leona,I will break their line.,True
17166,Leona,They'll have to get through me.,True
17175,Leona,Leona shouts.,False
17179,Leona,Leona suffocates.,False
17183,Leona,I will protect thee from the ever darkness.,True
17184,Leona,The sun has gone. But I am here.,True
17185,Leona,"Stand firm in thy faith. This day, we fight as one.",True
17186,Leona,"In the savage twilight, I will be our shield.",True
17187,Leona,Fell magics stir at dusk. Stay behind me.,True
17188,Leona,The russet moon gives me purpose. Let us fight beneath it.,True
17189,Leona,Two ancient orders. One above. One below.,True
17190,Leona,It is but a small thing to fight for good.,True
17191,Leona,Light will not avail thee - my shield will.,True
17192,Leona,Light in thy eyes. The sky has opened.,True
17193,Leona,Let us put this land's evils to rest.,True
17194,Leona,"'Tis the moon, ringed by a ravenous star.",True
17195,Leona,Fear not the sunless sky.,True
17196,Leona,What dark dreams may come.,True
17197,Leona,This is the path to totality.,True
17198,Leona,A Stygian fog obscures the nature of this place.,True
17199,Leona,The last light approaches.,True
17200,Leona,"Cling to the twilight, lest true darkness swallow thee.",True
17201,Leona,Let our enemies win nothing but death.,True
17202,Leona,Gaze into the burning ring. Do not look away.,True
17203,Leona,Chosen of the Eclipse. That is my title.,True
17204,Leona,"'Tis unnatural, this vermilion twilight.",True
17205,Leona,Long is the night.,True
17206,Leona,"To face these veiled terrors, we must know them.",True
17207,Leona,Wrap thyself in the cold of an empty sun.,True
17208,Leona,Shadows hide nothing from me!,True
17209,Leona,Our foes wither beneath a halo of blackened  flame.,True
17210,Leona,I am but one light in an endless abyss.,True
17211,Leona,This eclipse will pass; true darkness will not be so kind.,True
17212,Leona,"I walk betwixt the shadow and the light, ever vigilant.",True
17213,Leona,"Turn thine eyes to our patron. An eternal ring, wreathed in flame.",True
17214,Leona,My order stands against the Coven and its ancient gods. Pray it is victorious.,True
17215,Leona,"What is the dawn, but a portent of the world to come?",True
17216,Leona,The Old Gods are gone. My order has shattered their profane and hideous thrones.,True
17217,Leona,We are born on the shoals of an endless black sun.,True
17218,Leona,I have gazed beyond the heavens and know the horrors yet to come.,True
17219,Leona,"Now we must choose: a world smothered in midnight, or ringed with flame.",True
17220,Leona,"Minstrel of the forest, return to the Elderwood and think no more of me.",True
17221,Leona,"I know of your hellish masters, Camille. But not even they can stop me.",True
17222,Leona,"Fair Diana, cast away thy blade. I do not wish to end thee so.",True
17223,Leona,"Foul pretender, thy delicate beauty belies a darker hunger!",True
17224,Leona,"Guardian of the Elderwood, do not bar my path. I will cut thee down if I must.",True
17225,Leona,"I have heard of thy kind, Death Blossom. Pray, hast thou heard of mine?",False
17226,Leona,"Sylvan conjurer, what brings thee before me? I claim no quarrel with the Elderwood.",True
17227,Leona,Lissandra! Has thy craven gods warned thee of my presence?,True
17228,Leona,Night man! I must fight thee!,True
17229,Leona,"Knight of the Emerald Chapel, hast thou come to test my resolve?",True
17230,Leona,My mother read me stories of thy kingdom once... and of the omen of the dark.,True
17231,Leona,My oath demands your destruction. You will go no further.,True
17232,Leona,I am the bulwark against true darkness. Challenge me at thy peril.,True
17233,Leona,Wouldst thou face a knight of the eclipse? Then make your peace before the end!,True
17234,Leona,"I do not fear thee, warrior. I envy thy wild ignorance.",True
17235,Leona,I wonder what happens when one looks at an eclipse? They'll know.,True
17236,Leona,An eclipse? Where? I don't see anything.,True
17237,Leona,'Tis fine.,True
17238,Leona,A jest? Of course. For luck smiles on the foolish.,True
17239,Leona,Leona grunts twice and laughs.,False
17248,Leona,An ill tiding.,True
17249,Leona,Rouse thyself for combat!,True
17250,Leona,Thy wickedness is undone.,True
17251,Leona,Snuff out this simpering ember!,True
17252,Leona,"Interloper, I challenge thee!",True
17253,Leona,I shall extinguish thine evil!,True
17254,Leona,"Answer my challenge, coward!",True
17255,Leona,The sun will swallow thee.,True
17256,Leona,Twilight swells to meet us.,True
17257,Leona,Thy life is forfeit.,True
17258,Leona,I will clarify thy mortality.,True
17259,Leona,For my order!,True
17260,Leona,The heavens divide!,True
17261,Leona,Every sun must set.,True
17262,Leona,Return to thine hollows!,True
17263,Leona,Face thy reckoning!,True
17264,Leona,Curse thy name.,True
17265,Leona,Thy will falters.,True
17266,Leona,Now I will face thee.,True
17267,Leona,Pawn of the Old Gods.,True
17268,Leona,I will end thee.,True
17269,Leona,Malleus maleficarum.,True
17270,Leona,Ruin has come to thee.,True
17271,Leona,My oath shall not be broken.,True
17272,Leona,An unruly foe!,True
17273,Leona,Evil shall be burned away.,True
17274,Leona,Thy bravery wanes.,True
17275,Leona,Face a knight of the eclipse.,True
17276,Leona,The battle is afoot!,True
17277,Leona,Oh calamity.,True
17278,Leona,"Thy body will break against my shield, witch!",True
17279,Leona,"Stop this madness, Diana.",True
17280,Leona,"Meet me in battle, Death Blossom.",True
17281,Leona,"Thou canst not deceive me, conjurer.",True
17282,Leona,"Face my blade, sorceress!",True
17283,Leona,Saros!,True
17284,Leona,Lumen!,True
17285,Leona,Aegis!,True
17286,Leona,Eos!,True
17287,Leona,Shield!,True
17288,Leona,Solem!,True
17289,Leona,Aurora!,True
17290,Leona,Silver!,True
17291,Leona,Shine!,True
17292,Leona,Shade!,True
17293,Leona,Wane!,True
17294,Leona,Luna!,True
17295,Leona,Theia!,True
17296,Leona,Umbra!,True
17297,Leona,"Halt, fiend!",True
17299,Leona,My blade be true!,True
17300,Leona,We fall together!,True
17301,Leona,Brace thyself!,True
17302,Leona,Face me!,True
17303,Leona,Into the fray!,True
17305,Leona,Leone grunts.,False
17308,Leona,Luminous rage!,True
17309,Leona,This shall end thee!,True
17310,Leona,Hallowed luster!,True
17311,Leona,Open thine eyes!,True
17312,Leona,Behold the heavens!,True
17313,Leona,Into the darklight!,True
17314,Leona,Celestial fire!,True
17315,Leona,Drown in moonlight!,True
17316,Leona,Leona yells,False
17318,Leona,The sky opens!,True
17319,Leona,Gaze upon the moon!,True
17320,Leona,Season unending!,True
17321,Leona,Argent fury!,True
17322,Leona,Night crashes upon thee!,True
17323,Leona,Cruel hearted midnight!,True
17324,Leona,Leona yells.,False
17325,Leona,A loathsome foe unfit even for the pyre.,True
17326,Leona,The Old Gods have left this place.,True
17327,Leona,Cease thy struggles. Darkness will sing thee to thy rest.,True
17328,Leona,Go to thy degenerate gods. I cast thee from these shores.,True
17329,Leona,Our lands are safe from your eldritch rites... for now.,True
17330,Leona,The light within thee is gone.,True
17331,Leona,"Rest now, in the cold of the dark light.",True
17332,Leona,"Begone, Bard, and find someone else to amuse thee.",True
17333,Leona,"I doubt the Old Gods look kindly on failure, Camille.",True
17334,Leona,"In another life, I... I'm so sorry, Diana.",True
17335,Leona,"Farewell, Elise. Such beauty is wasted on a monster.",True
17336,Leona,"With thy death, Hecarim, who will tend to the Elderwood?",True
17337,Leona,Death Blossoms wilt in the darklight.,True
17338,Leona,"Return to earth, conjurer. Slumber, and be born anew.",True
17339,Leona,How grossly incandescent.,True
17340,Leona,"Farewell, Lissandra. May your dark prophecies trouble us no more.",True
17341,Leona,"Thy test has ended, Taric. I have emerged victorious.",True
17342,Leona,This dark sun will eclipse all evil!,True
17343,Leona,Oh patron of light. Oh impassive eye. Wouldst thou aid thy chosen vessel?,True
17344,Leona,"Oh, silver flame. Oh, empty starlight. I beseech thee.",True
17345,Leona,Oh baleful heavens. Oh vermilion darkness. Spirit me to thy embrace.,True
17346,Leona,...How cruel.,True
17347,Leona,Cant'st thou not see?,True
17348,Leona,Leona exhales in pain.,False
17351,Leona,The ever darkness will not claim me yet.,True
17352,Leona,I will not end. This cleansing must be completed.,True
17353,Leona,"I have sworn an oath, and intend not to break it.",True
17354,Leona,We travel five roads toward one purpose. Saddle up.,True
17355,Leona,I belong to neither Heaven nor Hell. I am a woman self-possessed.,True
17356,Leona,"If there is any justice left in the West, I intend to find it.",True
17357,Leona,Ride righteous or die tryin'.,True
17358,Leona,Don't need a gun to make a statement.,True
17359,Leona,Bullets can't kill conviction.,True
17360,Leona,These boots are made for walkin'.,True
17361,Leona,The  Automatic Devil won't know what hit him.,True
17362,Leona,"Devils can die, same as men.",True
17363,Leona,Even the sky feels bigger out here...,True
17364,Leona,"I ain't no law man, just a concerned citizen.",True
17365,Leona,I don't give one wit about some old 'prophecy.',True
17366,Leona,Wicked men meet wicked ends.,True
17367,Leona,Somethin' wicked this way rides.,True
17368,Leona,Ain't got no time to write a letter to my sweetheart...,True
17369,Leona,My heart is steely as any machine.,True
17370,Leona,"A lady fights if, and when, she must.",True
17371,Leona,"Bessie, we ain't in Bandle anymore.",True
17372,Leona,I got folks back home I'm fightin' for.,True
17373,Leona,The Solari name ain't endin' in tragedy.,True
17374,Leona,Ain't no glory in the West.,True
17375,Leona,I aim to behave. My companions ain't helpin'.,True
17376,Leona,"When dancing with devils, the lady leads.",True
17377,Leona,I'll never get this brimstone outta my skirt...,True
17378,Leona,The Harbingers have arrived.,True
17379,Leona,My family is countin' on me.,True
17380,Leona,The West changes a woman.,True
17381,Leona,They don't teach this in cotillion.,True
17382,Leona,"Gentlemen callers? Hmph, ain't got time for that.",True
17383,Leona,Danger suits me just fine.,True
17384,Leona,They see a lamb. They face a lion.,True
17385,Leona,It ain't foolish to believe in kindness!,True
17386,Leona,Gumption and a sword will get you far.,True
17387,Leona,A rail baron is just a man in a fancy hat thinkin' he's better than other folk.,True
17388,Leona,"The more I learn about the West, the less I know...",True
